4.0,4.666666666666667,5.333333333333333,6.0,6.666666666666666,7.333333333333333,8.0,8.666666666666666,9.333333333333332,10.0,10.666666666666666,11.333333333333332,12.0,12.666666666666666,13.333333333333332,14.0,14.666666666666666,15.333333333333332,16.0,16.666666666666664,17.333333333333332,18.0,18.666666666666664,19.333333333333332,20.0
0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0
DC_size, DC_shift, sort_size, sort_shift, number_of_rides
19.333333333333332,3.5,38.666666666666664,0,2857
19.333333333333332,3.75,38.666666666666664,0,2995
19.333333333333332,4.0,38.666666666666664,0,2972
19.333333333333332,4.25,38.666666666666664,0,3103
19.333333333333332,4.5,38.666666666666664,0,3376
19.333333333333332,4.75,38.666666666666664,0,3516
19.333333333333332,5.0,38.666666666666664,0,3566
19.333333333333332,5.25,38.666666666666664,0,3261
19.333333333333332,5.5,38.666666666666664,0,2906
19.333333333333332,5.75,38.666666666666664,0,2866
19.333333333333332,6.0,38.666666666666664,0,2646
20.0,0.0,40.0,0,1684
20.0,0.25,40.0,0,1898
20.0,0.5,40.0,0,2046
20.0,0.75,40.0,0,2103
20.0,1.0,40.0,0,2477
20.0,1.25,40.0,0,2573
20.0,1.5,40.0,0,2705
20.0,1.75,40.0,0,2871
20.0,2.0,40.0,0,3005
20.0,2.25,40.0,0,3199
20.0,2.5,40.0,0,3115
20.0,2.75,40.0,0,2985
20.0,3.0,40.0,0,2925
20.0,3.25,40.0,0,2979
20.0,3.5,40.0,0,2892
20.0,3.75,40.0,0,2939
20.0,4.0,40.0,0,3061
20.0,4.25,40.0,0,3061
20.0,4.5,40.0,0,3187
20.0,4.75,40.0,0,3523
20.0,5.0,40.0,0,3594
20.0,5.25,40.0,0,3541
20.0,5.5,40.0,0,3197
20.0,5.75,40.0,0,2853
20.0,6.0,40.0,0,2832
